"","DSU_Case_mod","CASE_ID","s.ccodeIMP","IMP_DATE","t.ccodeIMP","i.date","t.ccodeINV","s.ccodeINV","V_NUMBER.x","AD_CTY_NAME","CASE_REPCODE","INV_CTY_NAME","INV_CTY_CODE","PRODUCT","INIT_DATE","P_DUMP_DATE","P_INJ_DATE","P_DUMP_DEC","P_INJ_DEC","P_AD_DATE","P_AD_MEASURE","F_DUMP_DATE","F_INJ_DATE","F_DUMP_DEC","F_INJ_DEC","F_AD_DATE","F_AD_MEASURE","REVOKE_DATE","REVOKE_YEAR","WTO_F_AD_MEASURE","WTO_F_MARGIN_MIN","WTO_F_MARGIN_MAX","WTO_CITATION","s.polity2INV","s.democINV","s.democ.iINV","t.polity2INV","t.democ.iINV","wtopd","s.TX.VAL.AGRI.ZS.UNINV","t.TX.VAL.AGRI.ZS.UNINV","s.NE.TRD.GNFS.ZSINV","t.NE.TRD.GNFS.ZSINV","prevint","s.NY.GDP.PCAP.CDINV","t.NY.GDP.PCAP.CDINV","s.NY.GDP.MKTP.CDINV","t.NY.GDP.MKTP.CDINV","s.NE.EXP.GNFS.ZSINV","t.NE.EXP.GNFS.ZSINV","s.NV.AGR.TOTL.ZSINV","t.NV.AGR.TOTL.ZSINV","sdateINV","cdate","einitdate","t.tenureINV","s.tenureINV","eP_AD_DATE","s.NY.GDP.MKTP.CD_IMP","t.NY.GDP.MKTP.CD_IMP","s.NE.EXP.GNFS.ZS_IMP","t.NE.EXP.GNFS.ZS_IMP","s.NE.TRD.GNFS.ZS_IMP","t.NE.TRD.GNFS.ZS_IMP","s.NY.GDP.PCAP.CD_IMP","t.NY.GDP.PCAP.CD_IMP","s.NV.AGR.TOTL.ZS_IMP","t.NV.AGR.TOTL.ZS_IMP","WTOname.x","s.WTOdate","WTOname.y","t.WTOdate","t.WTOmem","s.WTOmem","t.GATTname","t.GATTdate","s.GATTname","s.GATTdate","s.GATTmem","t.GATTmem","t.polity2_IMP","t.democ_IMP","s.polity2_IMP","s.democ_IMP","s.democ.i_IMP","t.democ.i_IMP","V_NUMBER.y","AD.imposing.country","DSU_Case","DSU.case.descriptor","Exporting.Country","DSU_INIT_YR","AD_INIT_YR","AD_OTH_YR","unique","F_DATE","chal","pan_date","panel_date","panel.i"
"340",NA,"ARG-AD-155",160,"2000",290,1999,290,160,"Q4_2012","Argentina","ARG-AD-153","Poland","POL","Cardboard","7/29/99","11/15/99","11/15/99","A","A","2/22/00",".","5/22/00","5/22/00","A","A","11/23/00","DPU","MI","2002","DPU","MI","MI","G/ADP/N/72/ARG",8,8,1,9,1,1,2.100327586,1.940295459,17.65178455,54.29510521,1,9405.790356,4340.418356,3.43e+11,1.68e+11,8.112502471,24.19151314,4.104074469,5.227642762,"7/29/99",1999-07-29,1999-07-29,1314,4038,2000-02-22,3.44e+11,1.71e+11,9.069476306,27.1243911,18.67530036,60.67078823,9329.113756,4476.797076,4.310081555,4.957839039,"Argentina ",1995-01-01,"Poland ",1995-07-01,1,1,"Poland",1967-10-18,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,NA,NA,0
"342",NA,"ARG-AD-157",160,"2000",230,1999,230,160,"Q4_2012","Argentina","ARG-AD-153","Spain","ESP","Cardboard","7/29/99","11/15/99","11/15/99","A","A","2/22/00",".","5/22/00","5/22/00","A","A","11/23/00","DPU","MI","2002","DPU","MI","MI","G/ADP/N/72/ARG",8,8,1,10,1,1,2.100327586,1.224735415,17.65178455,55.21993852,1,9405.790356,15468.04987,3.43e+11,6.18e+11,8.112502471,26.68399861,4.104074469,4.291581853,"7/29/99",1999-07-29,1999-07-29,1180,4038,2000-02-22,3.44e+11,5.8e+11,9.069476306,29.05063763,18.67530036,61.23094362,9329.113756,14413.78887,4.310081555,4.226665122,"Argentina ",1995-01-01,"Spain ",1995-01-01,1,1,"Spain",1963-08-29,"Argentina",1967-10-11,1,1,10,10,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,NA,NA,0
"343",NA,"ARG-AD-158",160,"2000",380,1999,380,160,"Q4_2012","Argentina","ARG-AD-153","Sweden","SWE","Cardboard","7/29/99","11/15/99","11/15/99","A","A","2/22/00",".","5/22/00","5/22/00","A","A","11/23/00","DPU","MI","2002","DPU","MI","MI","G/ADP/N/72/ARG",8,8,1,10,1,1,2.100327586,1.220435618,17.65178455,79.69623381,0,9405.790356,29218.47171,3.43e+11,2.59e+11,8.112502471,43.09857601,4.104074469,2.216781691,"7/29/99",1999-07-29,1999-07-29,1225,4038,2000-02-22,3.44e+11,2.47e+11,9.069476306,46.52278336,18.67530036,86.69136819,9329.113756,27869.3776,4.310081555,2.00849582,"Argentina ",1995-01-01,"Sweden ",1995-01-01,1,1,"Sweden",1950-04-30,"Argentina",1967-10-11,1,1,10,10,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,NA,NA,0
"344",NA,"ARG-AD-159",160,"2000",140,1999,140,160,"Q4_2012","Argentina","ARG-AD-159","Brazil","BRA","Cold Rolled Steel","9/2/99","1/19/00","1/19/00","A","A","9/25/00","DPU","2/5/01","2/5/01","A","A","3/2/01","DPU","MI","2006","DPU/PU","MI","MI","G/ADP/N/78/ARG",8,8,1,8,1,1,2.100327586,4.506917669,17.65178455,20.22715514,1,9405.790356,3411.865896,3.43e+11,5.87e+11,8.112502471,9.411088649,4.104074469,5.473261496,"9/2/99",1999-09-02,1999-09-02,1705,4073,2000-09-25,3.44e+11,6.45e+11,9.069476306,9.978193817,18.67530036,21.71995842,9329.113756,3694.462668,4.310081555,5.602902758,"Argentina ",1995-01-01,"Brazil ",1995-01-01,1,1,"Brazil",1948-07-30,"Argentina",1967-10-11,1,1,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"347",NA,"ARG-AD-161",160,"2000",70,1999,70,160,"Q4_2012","Argentina","ARG-AD-161","Mexico","MEX","Steel Sheets Blades","9/16/99","12/28/99","12/28/99","A","A","5/2/00","DPU","6/28/00","6/28/00","A","A","2/27/01","PU","MI","2004","PU","MI","MI","G/ADP/N/78/ARG",8,8,1,6,1,1,2.100327586,0.624501262,17.65178455,51.2689011,1,9405.790356,5663.388512,3.43e+11,5.79e+11,8.112502471,25.48169145,4.104074469,3.953796773,"9/16/99",1999-09-16,1999-09-16,1750,4087,2000-05-02,3.44e+11,6.84e+11,9.069476306,26.27670441,18.67530036,53.13105126,9329.113756,6581.536932,4.310081555,3.535313249,"Argentina ",1995-01-01,"Mexico ",1995-01-01,1,1,"Mexico",1986-08-24,"Argentina",1967-10-11,1,1,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"348",NA,"ARG-AD-162",160,"2000",732,1999,732,160,"Q4_2012","Argentina","ARG-AD-162","South Korea","KOR","Acetate Textiles","12/2/99","3/20/00","3/20/00","A","A","11/23/00","DPU","9/21/00","9/21/00","A","A","6/1/01","DPU","MI","MI","DPU","MI","MI","G/ADP/N/78/ARG",8,8,1,8,1,1,2.100327586,1.002573,17.65178455,65.43023242,1,9405.790356,10432.2108,3.43e+11,4.86e+11,8.112502471,35.77703363,4.104074469,4.75889537,"12/2/99",1999-12-02,1999-12-02,645,4164,2000-11-23,3.44e+11,5.62e+11,9.069476306,35.0088675,18.67530036,67.94720274,9329.113756,11947.57725,4.310081555,4.392899263,"Argentina ",1995-01-01,"South Korea",1995-01-01,1,1,"South Korea",1967-04-14,"Argentina",1967-10-11,1,1,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"354",NA,"ARG-AD-168",160,"2000",155,2000,155,160,"Q4_2012","Argentina","ARG-AD-168","Chile","CHL","Polystyrene Trays","2/15/00","6/16/00","6/16/00","A","A","12/11/00","DPU","7/23/01","7/23/01","A","A","8/15/01","DPU","MI","2004","DPU/PU","MI","MI","G/ADP/N/85/ARG",8,8,1,9,1,1,1.732870451,10.27490199,18.67530036,57.86519771,0,9329.113756,5133.077311,3.44e+11,79328640264,9.069476306,29.28715138,4.310081555,5.89506754,"2/15/00",2000-02-15,2000-02-15,2167,67,2000-12-11,3.44e+11,79328640264,9.069476306,29.28715138,18.67530036,57.86519771,9329.113756,5133.077311,4.310081555,5.89506754,"Argentina ",1995-01-01,"Chile ",1995-01-01,1,1,"Chile",1949-03-16,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"355",NA,"ARG-AD-169",160,"2000",230,2000,230,160,"Q4_2012","Argentina","ARG-AD-169","Spain","ESP","Steel Disks","5/2/00","9/5/00","9/5/00","A","A","12/14/00","DPU","2/15/01","2/15/01","A","A","7/30/01","DPU","MI","MI","DPU","MI","MI","G/ADP/N/85/ARG",8,8,1,10,1,1,1.732870451,1.340853167,18.67530036,61.23094362,1,9329.113756,14413.78887,3.44e+11,5.8e+11,9.069476306,29.05063763,4.310081555,4.226665122,"5/2/00",2000-05-02,2000-05-02,1458,144,2000-12-14,3.44e+11,5.8e+11,9.069476306,29.05063763,18.67530036,61.23094362,9329.113756,14413.78887,4.310081555,4.226665122,"Argentina ",1995-01-01,"Spain ",1995-01-01,1,1,"Spain",1963-08-29,"Argentina",1967-10-11,1,1,10,10,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"359",NA,"ARG-AD-172",160,"2001",560,2000,560,160,"Q4_2012","Argentina","ARG-AD-171","South Africa","ZAF","Hot Rolled Bars","6/8/00","10/9/00","10/9/00","A","A","2/7/01","DPU","5/18/01","5/18/01","A","A","10/23/01","DPU","MI","2004","DPU","MI","MI","G/ADP/N/85/ARG",8,8,1,9,1,1,1.732870451,3.376975394,18.67530036,52.78632006,0,9329.113756,3019.946367,3.44e+11,1.33e+11,9.069476306,27.8709062,4.310081555,3.274923749,"6/8/00",2000-06-08,2000-06-08,358,181,2001-02-07,3.25e+11,1.18e+11,9.558790367,30.12753668,18.03958519,56.20588719,8732.466063,2638.15805,4.288049878,3.510824368,"Argentina ",1995-01-01,"South Africa",1995-01-01,1,1,"South Africa",1948-06-13,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"360",NA,"ARG-AD-173",160,"2001",640,2000,640,160,"Q4_2012","Argentina","ARG-AD-171","Turkey","TUR","Hot Rolled Bars","6/8/00","10/9/00","10/9/00","A","A","2/7/01","DPU","5/18/01","5/18/01","A","A","10/23/01","DPU","MI","2004","DPU","MI","MI","G/ADP/N/85/ARG",8,8,1,7,1,1,1.732870451,1.120137474,18.67530036,43.19214543,1,9329.113756,4219.544349,3.44e+11,2.67e+11,9.069476306,20.0978721,4.310081555,11.31150937,"6/8/00",2000-06-08,2000-06-08,514,181,2001-02-07,3.25e+11,1.96e+11,9.558790367,27.44088235,18.03958519,50.7562312,8732.466063,3057.790664,4.288049878,9.947713877,"Argentina ",1995-01-01,"Turkey ",1995-03-26,1,1,"Turkey",1951-10-17,"Argentina",1967-10-11,1,1,7,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"361",NA,"ARG-AD-174",160,"2001",140,2000,140,160,"Q4_2012","Argentina","ARG-AD-174","Brazil","BRA","Hot Rolled Steel Cross-Sections","7/11/00","11/10/00","11/10/00","A","A","7/17/01","DPU","1/25/01","1/25/01","A","A","1/11/02","DPU","MI","2005","DPU/PU","MI","MI","G/ADP/N/92/ARG",8,8,1,8,1,1,1.732870451,4.757257524,18.67530036,21.71995842,1,9329.113756,3694.462668,3.44e+11,6.45e+11,9.069476306,9.978193817,4.310081555,5.602902758,"7/11/00",2000-07-11,2000-07-11,2018,214,2001-07-17,3.25e+11,5.54e+11,9.558790367,12.18144648,18.03958519,25.67834696,8732.466063,3128.144846,4.288049878,5.973379533,"Argentina ",1995-01-01,"Brazil ",1995-01-01,1,1,"Brazil",1948-07-30,"Argentina",1967-10-11,1,1,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"363",NA,"ARG-AD-176",160,"2001",560,2000,560,160,"Q4_2012","Argentina","ARG-AD-174","South Africa","ZAF","Hot Rolled Steel Cross-Sections","7/11/00","11/10/00","11/10/00","A","A","7/17/01","DPU","1/25/01","1/25/01","A","A","1/11/02","DPU","MI","2005","DPU","MI","MI","G/ADP/N/92/ARG",8,8,1,9,1,1,1.732870451,3.376975394,18.67530036,52.78632006,0,9329.113756,3019.946367,3.44e+11,1.33e+11,9.069476306,27.8709062,4.310081555,3.274923749,"7/11/00",2000-07-11,2000-07-11,391,214,2001-07-17,3.25e+11,1.18e+11,9.558790367,30.12753668,18.03958519,56.20588719,8732.466063,2638.15805,4.288049878,3.510824368,"Argentina ",1995-01-01,"South Africa",1995-01-01,1,1,"South Africa",1948-06-13,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"364",NA,"ARG-AD-177",160,"2001",640,2000,640,160,"Q4_2012","Argentina","ARG-AD-174","Turkey","TUR","Hot Rolled Steel Cross-Sections","7/11/00","11/10/00","11/10/00","A","A","7/17/01","DPU","1/25/01","1/25/01","A","A","1/11/02","DPU","MI","2005","DPU","MI","MI","G/ADP/N/92/ARG",8,8,1,7,1,1,1.732870451,1.120137474,18.67530036,43.19214543,1,9329.113756,4219.544349,3.44e+11,2.67e+11,9.069476306,20.0978721,4.310081555,11.31150937,"7/11/00",2000-07-11,2000-07-11,547,214,2001-07-17,3.25e+11,1.96e+11,9.558790367,27.44088235,18.03958519,50.7562312,8732.466063,3057.790664,4.288049878,9.947713877,"Argentina ",1995-01-01,"Turkey ",1995-03-26,1,1,"Turkey",1951-10-17,"Argentina",1967-10-11,1,1,7,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"365",NA,"ARG-AD-178",160,"2001",155,2000,155,160,"Q4_2012","Argentina","ARG-AD-178","Chile","CHL","Electrolytic Copper Wire","8/17/00","12/27/00","12/27/00","A","A","7/24/01",".","6/19/01","6/19/01","A","A","12/19/01","DPU","MI","MI","DPU","MI","MI","G/ADP/N/85/ARG",8,8,1,9,1,1,1.732870451,10.27490199,18.67530036,57.86519771,0,9329.113756,5133.077311,3.44e+11,79328640264,9.069476306,29.28715138,4.310081555,5.89506754,"8/17/00",2000-08-17,2000-08-17,158,251,2001-07-24,3.25e+11,72336972322,9.558790367,30.87198151,18.03958519,61.41428034,8732.466063,4625.336377,4.288049878,5.159719613,"Argentina ",1995-01-01,"Chile ",1995-01-01,1,1,"Chile",1949-03-16,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"370",NA,"ARG-AD-182",160,"2001",140,2000,140,160,"Q4_2012","Argentina","ARG-AD-182","Brazil","BRA","Granulated Steel","9/27/00","2/2/01","2/2/01","A","A","11/12/01","DPU","8/9/01","8/9/01","N","N",".",".",".",".",".",".",".",".",8,8,1,8,1,1,1.732870451,4.757257524,18.67530036,21.71995842,1,9329.113756,3694.462668,3.44e+11,6.45e+11,9.069476306,9.978193817,4.310081555,5.602902758,"9/27/00",2000-09-27,2000-09-27,2096,292,2001-11-12,3.25e+11,5.54e+11,9.558790367,12.18144648,18.03958519,25.67834696,8732.466063,3128.144846,4.288049878,5.973379533,"Argentina ",1995-01-01,"Brazil ",1995-01-01,1,1,"Brazil",1948-07-30,"Argentina",1967-10-11,1,1,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"371",NA,"ARG-AD-183",160,"2001",230,2000,230,160,"Q4_2012","Argentina","ARG-AD-182","Spain","ESP","Granulated Steel","9/27/00","2/2/01","2/2/01","A","A","11/12/01","DPU","8/9/01","8/9/01","N","N",".",".",".",".",".",".",".",".",8,8,1,10,1,1,1.732870451,1.340853167,18.67530036,61.23094362,1,9329.113756,14413.78887,3.44e+11,5.8e+11,9.069476306,29.05063763,4.310081555,4.226665122,"9/27/00",2000-09-27,2000-09-27,1606,292,2001-11-12,3.25e+11,6.09e+11,9.558790367,28.53363551,18.03958519,59.59388416,8732.466063,14939.06077,4.288049878,4.099585896,"Argentina ",1995-01-01,"Spain ",1995-01-01,1,1,"Spain",1963-08-29,"Argentina",1967-10-11,1,1,10,10,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"372",NA,"ARG-AD-184",160,"2001",155,2000,155,160,"Q4_2012","Argentina","ARG-AD-184","Chile","CHL","Fiber Glass Products","10/18/00","2/16/01","2/16/01","A","A","10/5/01","DPU","8/23/01","8/23/01","N","N",".",".",".",".",".",".",".",".",8,8,1,9,1,1,1.732870451,10.27490199,18.67530036,57.86519771,0,9329.113756,5133.077311,3.44e+11,79328640264,9.069476306,29.28715138,4.310081555,5.89506754,"10/18/00",2000-10-18,2000-10-18,220,313,2001-10-05,3.25e+11,72336972322,9.558790367,30.87198151,18.03958519,61.41428034,8732.466063,4625.336377,4.288049878,5.159719613,"Argentina ",1995-01-01,"Chile ",1995-01-01,1,1,"Chile",1949-03-16,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"373",NA,"ARG-AD-185",160,"2001",560,2000,560,160,"Q4_2012","Argentina","ARG-AD-184","South Africa","ZAF","Fiber Glass Products","10/18/00","2/16/01","2/16/01","A","A","10/5/01","DPU","8/23/01","8/23/01","A","A","4/18/02","DPU","4/4/11","2011","DPU","MI","MI","G/ADP/N/92/ARG",8,8,1,9,1,1,1.732870451,3.376975394,18.67530036,52.78632006,0,9329.113756,3019.946367,3.44e+11,1.33e+11,9.069476306,27.8709062,4.310081555,3.274923749,"10/18/00",2000-10-18,2000-10-18,490,313,2001-10-05,3.25e+11,1.18e+11,9.558790367,30.12753668,18.03958519,56.20588719,8732.466063,2638.15805,4.288049878,3.510824368,"Argentina ",1995-01-01,"South Africa",1995-01-01,1,1,"South Africa",1948-06-13,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"376",NA,"ARG-AD-188",160,"2001",360,2000,360,160,"Q4_2012","Argentina","ARG-AD-187","Romania","ROU","Hot Rolled Steel and Iron Products","10/30/00","4/5/01","4/5/01","A","A","7/30/01","DPU","12/3/01","12/3/01","A","A","4/30/02","AVD","IF","IF","AVD","40.48","40.48","G/ADP/N/92/ARG",8,8,1,8,1,1,1.732870451,4.853903577,18.67530036,70.96633187,0,9329.113756,1662.217535,3.44e+11,37305099928,9.069476306,32.83290897,4.310081555,12.0621862,"10/30/00",2000-10-30,2000-10-30,313,325,2001-07-30,3.25e+11,40585886769,9.558790367,33.06383101,18.03958519,73.73463065,8732.466063,1833.81266,4.288049878,14.54052017,"Argentina ",1995-01-01,"Romania ",1995-01-01,1,1,"Romania",1971-11-14,"Argentina",1967-10-11,1,1,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"377",NA,"ARG-AD-189",160,"2001",317,2000,317,160,"Q4_2012","Argentina","ARG-AD-187","Slovakia","SVK","Hot Rolled Steel and Iron Products","10/30/00","4/5/01","4/5/01","A","A","7/30/01","DPU","12/3/01","12/3/01","A","A","4/30/02","AVD","IF","IF","AVD","62.09","62.09","G/ADP/N/92/ARG",8,8,1,9,1,1,1.732870451,2.180668461,18.67530036,143.4736581,0,9329.113756,5330.401622,3.44e+11,28724041828,9.069476306,70.44851064,4.310081555,4.474773304,"10/30/00",2000-10-30,2000-10-30,731,325,2001-07-30,3.25e+11,30318731991,9.558790367,72.71262045,18.03958519,153.5098819,8732.466063,5636.63909,4.288049878,4.678874854,"Argentina ",1995-01-01,"Slovakia",1995-01-01,1,1,"Slovakia",1993-04-15,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"379",NA,"ARG-AD-190",160,"2001",560,2000,560,160,"Q4_2012","Argentina","ARG-AD-187","South Africa","ZAF","Hot Rolled Steel and Iron Products","10/30/00","4/5/01","4/5/01","A","A","7/30/01","DPU","12/3/01","12/3/01","A","A","4/30/02","AVD","IF","IF","AVD","55.26","55.26","G/ADP/N/92/ARG",8,8,1,9,1,1,1.732870451,3.376975394,18.67530036,52.78632006,0,9329.113756,3019.946367,3.44e+11,1.33e+11,9.069476306,27.8709062,4.310081555,3.274923749,"10/30/00",2000-10-30,2000-10-30,502,325,2001-07-30,3.25e+11,1.18e+11,9.558790367,30.12753668,18.03958519,56.20588719,8732.466063,2638.15805,4.288049878,3.510824368,"Argentina ",1995-01-01,"South Africa",1995-01-01,1,1,"South Africa",1948-06-13,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"380",NA,"ARG-AD-191",160,"2001",140,2000,140,160,"Q4_2012","Argentina","ARG-AD-191","Brazil","BRA","Phenol Panels","11/8/00","4/3/01","4/3/01","A","A","8/13/01","DPU","9/13/01","9/13/01","N","N",".",".","MI","2001",".",".",".",".",8,8,1,8,1,1,1.732870451,4.757257524,18.67530036,21.71995842,1,9329.113756,3694.462668,3.44e+11,6.45e+11,9.069476306,9.978193817,4.310081555,5.602902758,"11/8/00",2000-11-08,2000-11-08,2138,334,2001-08-13,3.25e+11,5.54e+11,9.558790367,12.18144648,18.03958519,25.67834696,8732.466063,3128.144846,4.288049878,5.973379533,"Argentina ",1995-01-01,"Brazil ",1995-01-01,1,1,"Brazil",1948-07-30,"Argentina",1967-10-11,1,1,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"381",NA,"ARG-AD-192",160,"2001",155,2000,155,160,"Q4_2012","Argentina","ARG-AD-192","Chile","CHL","Polypropylene Fabric","11/21/00","4/26/01","4/26/01","A","A","10/30/01","DPU","12/7/01","12/7/01","A","A","5/22/02","DPU","MI","2005","DPU","MI","MI","G/ADP/N/92/ARG",8,8,1,9,1,1,1.732870451,10.27490199,18.67530036,57.86519771,0,9329.113756,5133.077311,3.44e+11,79328640264,9.069476306,29.28715138,4.310081555,5.89506754,"11/21/00",2000-11-21,2000-11-21,254,347,2001-10-30,3.25e+11,72336972322,9.558790367,30.87198151,18.03958519,61.41428034,8732.466063,4625.336377,4.288049878,5.159719613,"Argentina ",1995-01-01,"Chile ",1995-01-01,1,1,"Chile",1949-03-16,"Argentina",1967-10-11,1,1,9,9,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"383",NA,"ARG-AD-194",160,"2002",140,2000,140,160,"Q4_2012","Argentina","ARG-AD-194","Brazil","BRA","Drill Bits","11/30/00","5/23/01","5/23/01","A","A","4/3/02",".","9/27/01","9/27/01","A","A","7/20/04","PU","MI","MI","PU","MI","MI","G/ADP/N/92/ARG",8,8,1,8,1,1,1.732870451,4.757257524,18.67530036,21.71995842,1,9329.113756,3694.462668,3.44e+11,6.45e+11,9.069476306,9.978193817,4.310081555,5.602902758,"11/30/00",2000-11-30,2000-11-30,2160,356,2002-04-03,1.24e+11,5.04e+11,23.4304137,14.09662327,34.46767997,26.67960011,3285.026171,2810.695347,9.304636934,6.61763262,"Argentina ",1995-01-01,"Brazil ",1995-01-01,1,1,"Brazil",1948-07-30,"Argentina",1967-10-11,1,1,8,8,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,0,NA,NA,0
"384",NA,"ARG-AD-195",160,"2001",740,2000,740,160,"Q4_2012","Argentina","ARG-AD-195","Japan","JPN","Steel Tubes","12/15/00","7/6/01","7/6/01","A","A","9/17/01","DPU","10/11/01","10/11/01","A","A","12/14/01","DPU","IF","IF","DPU","MI","MI","G/ADP/N/85/ARG",8,8,1,10,1,1,1.732870451,0.464845251,18.67530036,20.3060448,1,9329.113756,37291.70616,3.44e+11,4.73e+12,9.069476306,10.8773781,4.310081555,1.586389312,"12/15/00",2000-12-15,2000-12-15,254,371,2001-09-17,3.25e+11,4.16e+12,9.558790367,10.4488202,18.03958519,20.2578929,8732.466063,32716.41867,4.288049878,1.44258103,"Argentina ",1995-01-01,"Japan ",1995-01-01,1,1,"Japan",1955-09-10,"Argentina",1967-10-11,1,1,10,10,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,0,NA,NA,0
"385",NA,"ARG-AD-196",160,"2001",740,2000,740,160,"Q4_2012","Argentina","ARG-AD-196","Japan","JPN","Quizalofop-P-Ethyl","12/22/00","5/9/01","5/9/01","A","A","7/16/01",".","10/24/01","10/24/01","A","A","6/24/02","DPU","6/17/11","2011","DPU","MI","MI","G/ADP/N/92/ARG",8,8,1,10,1,1,1.732870451,0.464845251,18.67530036,20.3060448,1,9329.113756,37291.70616,3.44e+11,4.73e+12,9.069476306,10.8773781,4.310081555,1.586389312,"12/22/00",2000-12-22,2000-12-22,261,378,2001-07-16,3.25e+11,4.16e+12,9.558790367,10.4488202,18.03958519,20.2578929,8732.466063,32716.41867,4.288049878,1.44258103,"Argentina ",1995-01-01,"Japan ",1995-01-01,1,1,"Japan",1955-09-10,"Argentina",1967-10-11,1,1,10,10,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
"386",NA,"ARG-AD-197",160,"2002",200,2001,200,160,"Q4_2012","Argentina","ARG-AD-197","United Kingdom","GBR","Chain Saw Blades","2/26/01","7/6/01","7/6/01","A","A","4/15/02","DPU","12/27/01","12/27/01","N","N",".",".","MI","2002",".",".",".",".",8,8,1,10,1,1,1.618177593,0.453504611,18.03958519,56.10090605,1,8732.466063,25121.03789,3.25e+11,1.49e+12,9.558790367,26.9190061,4.288049878,0.821107531,"2/26/01",2001-02-26,2001-02-26,1396,444,2002-04-15,1.24e+11,1.62e+12,23.4304137,25.89034319,34.46767997,54.4881249,3285.026171,27301.46037,9.304636934,0.830368719,"Argentina ",1995-01-01,"United Kingdom",1995-01-01,1,1,"United Kingdom",1948-01-01,"Argentina",1967-10-11,1,1,10,10,8,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"387",NA,"ARG-AD-198",160,"2002",710,2001,710,160,"Q4_2012","Argentina","ARG-AD-198","China","CHN","Playing Cards","5/14/01","9/21/01","9/21/01","A","A","4/24/02","DPU","1/2/02","1/2/02","A","A","11/14/02","DPU","4/28/12","2012","DPU","MI","MI","G/ADP/N/98/ARG",8,8,1,-7,0,1,1.618177593,0.863739086,18.03958519,43.08019713,0,8732.466063,1041.6377,3.25e+11,1.32e+12,9.558790367,22.60010168,4.288049878,14.39172359,"5/14/01",2001-05-14,2001-05-14,1545,521,2002-04-24,1.24e+11,1.45e+12,23.4304137,25.13437343,34.46767997,47.69731271,3285.026171,1135.447952,9.304636934,13.74274917,"Argentina ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"Argentina",1967-10-11,1,NA,-7,0,8,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0,NA,NA,0
